Untitled report
"November 1, 2025 - November 30, 2025"
Campaign,Day,Gender,Age,Currency code,Cost,Impr.,Clicks
PRO_Search_|_Oct_25,2025-11-01,Male,18 - 24,INR,112.29,"3,392",37
PRO_Search_|_Oct_25,2025-11-01,Female,18 - 24,INR,254.02,"3,188",62
PRO_Search_|_Oct_25,2025-11-01,Unknown,18 - 24,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-01,Male,18 - 24,INR,281.75,"5,087",67
ME_Search_|_Oct_25,2025-11-01,Female,18 - 24,INR,287.15,"3,966",58
ME_Search_|_Oct_25,2025-11-01,Unknown,18 - 24,INR,0.00,6,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-01,Female,18 - 24,INR,210.98,"2,111",77
PRO_Search_|_Oct_25,2025-11-01,Male,25 - 34,INR,273.72,"5,436",78
PRO_Search_|_Oct_25,2025-11-01,Female,25 - 34,INR,361.27,"6,222",107
PRO_Search_|_Oct_25,2025-11-01,Unknown,25 - 34,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-01,Male,25 - 34,INR,399.73,"7,494",102
ME_Search_|_Oct_25,2025-11-01,Female,25 - 34,INR,531.34,"6,055",112
ME_Search_|_Oct_25,2025-11-01,Unknown,25 - 34,INR,0.00,10,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-01,Female,25 - 34,INR,582.64,"5,814",208
PRO_Search_|_Oct_25,2025-11-01,Male,35 - 44,INR,123.47,"3,597",44
PRO_Search_|_Oct_25,2025-11-01,Female,35 - 44,INR,157.51,"3,189",56
PRO_Search_|_Oct_25,2025-11-01,Unknown,35 - 44,INR,0.00,12,0
ME_Search_|_Oct_25,2025-11-01,Male,35 - 44,INR,155.78,"3,853",45
ME_Search_|_Oct_25,2025-11-01,Female,35 - 44,INR,142.44,"3,177",43
ME_Search_|_Oct_25,2025-11-01,Unknown,35 - 44,INR,0.00,4,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-01,Female,35 - 44,INR,132.66,"2,430",50
PRO_Search_|_Oct_25,2025-11-01,Male,45 - 54,INR,66.04,"1,223",22
PRO_Search_|_Oct_25,2025-11-01,Female,45 - 54,INR,33.83,771,11
PRO_Search_|_Oct_25,2025-11-01,Unknown,45 - 54,INR,12.26,3,2
ME_Search_|_Oct_25,2025-11-01,Male,45 - 54,INR,44.42,"1,323",14
ME_Search_|_Oct_25,2025-11-01,Female,45 - 54,INR,53.98,812,15
ME_Search_|_Oct_25,2025-11-01,Unknown,45 - 54,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-01,Male,55 - 64,INR,9.52,389,3
PRO_Search_|_Oct_25,2025-11-01,Female,55 - 64,INR,31.46,366,8
ME_Search_|_Oct_25,2025-11-01,Male,55 - 64,INR,12.31,428,4
ME_Search_|_Oct_25,2025-11-01,Female,55 - 64,INR,6.82,271,4
PRO_Search_|_Oct_25,2025-11-01,Male,65+,INR,13.83,274,5
PRO_Search_|_Oct_25,2025-11-01,Female,65+,INR,9.50,147,5
ME_Search_|_Oct_25,2025-11-01,Male,65+,INR,11.52,403,7
ME_Search_|_Oct_25,2025-11-01,Female,65+,INR,2.95,165,1
ME_Search_|_Oct_25,2025-11-01,Unknown,65+,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-01,Male,Unknown,INR,0.00,14,0
PRO_Search_|_Oct_25,2025-11-01,Female,Unknown,INR,0.00,27,0
PRO_Search_|_Oct_25,2025-11-01,Unknown,Unknown,INR,559.79,"6,971",136
ME_Search_|_Oct_25,2025-11-01,Male,Unknown,INR,0.00,22,0
ME_Search_|_Oct_25,2025-11-01,Female,Unknown,INR,6.40,21,1
ME_Search_|_Oct_25,2025-11-01,Unknown,Unknown,INR,525.24,"11,098",135
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-01,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-03,Male,18 - 24,INR,13.89,140,4
PRO_Search_|_Oct_25,2025-11-03,Female,18 - 24,INR,40.64,407,10
ME_Search_|_Oct_25,2025-11-03,Male,18 - 24,INR,43.21,300,9
ME_Search_|_Oct_25,2025-11-03,Female,18 - 24,INR,73.31,362,13
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-03,Female,18 - 24,INR,0.00,11,0
PRO_Search_|_Oct_25,2025-11-03,Male,25 - 34,INR,35.46,306,11
PRO_Search_|_Oct_25,2025-11-03,Female,25 - 34,INR,124.52,707,31
ME_Search_|_Oct_25,2025-11-03,Male,25 - 34,INR,131.63,506,22
ME_Search_|_Oct_25,2025-11-03,Female,25 - 34,INR,111.28,559,19
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-03,Female,25 - 34,INR,6.58,27,2
PRO_Search_|_Oct_25,2025-11-03,Male,35 - 44,INR,37.60,167,10
PRO_Search_|_Oct_25,2025-11-03,Female,35 - 44,INR,15.53,232,4
PRO_Search_|_Oct_25,2025-11-03,Unknown,35 - 44,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-03,Male,35 - 44,INR,38.90,250,6
ME_Search_|_Oct_25,2025-11-03,Female,35 - 44,INR,23.53,206,4
ME_Search_|_Oct_25,2025-11-03,Unknown,35 - 44,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-03,Female,35 - 44,INR,0.00,45,0
PRO_Search_|_Oct_25,2025-11-03,Male,45 - 54,INR,0.00,53,0
PRO_Search_|_Oct_25,2025-11-03,Female,45 - 54,INR,10.06,57,3
ME_Search_|_Oct_25,2025-11-03,Male,45 - 54,INR,24.59,107,5
ME_Search_|_Oct_25,2025-11-03,Female,45 - 54,INR,2.17,65,1
PRO_Search_|_Oct_25,2025-11-03,Male,55 - 64,INR,0.00,19,0
PRO_Search_|_Oct_25,2025-11-03,Female,55 - 64,INR,2.24,15,1
ME_Search_|_Oct_25,2025-11-03,Male,55 - 64,INR,0.00,33,0
ME_Search_|_Oct_25,2025-11-03,Female,55 - 64,INR,0.00,11,0
PRO_Search_|_Oct_25,2025-11-03,Male,65+,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-03,Female,65+,INR,0.00,9,0
ME_Search_|_Oct_25,2025-11-03,Male,65+,INR,1.46,23,1
ME_Search_|_Oct_25,2025-11-03,Female,65+,INR,7.78,12,1
PRO_Search_|_Oct_25,2025-11-03,Male,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-03,Female,Unknown,INR,5.78,5,1
PRO_Search_|_Oct_25,2025-11-03,Unknown,Unknown,INR,69.39,750,12
ME_Search_|_Oct_25,2025-11-03,Male,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-03,Female,Unknown,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-03,Unknown,Unknown,INR,139.39,"1,129",20
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-03,Female,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-04,Male,18 - 24,INR,106.95,"1,149",24
PRO_Search_|_Oct_25,2025-11-04,Female,18 - 24,INR,230.83,"2,220",47
PRO_Search_|_Oct_25,2025-11-04,Unknown,18 - 24,INR,2.96,3,1
ME_Search_|_Oct_25,2025-11-04,Male,18 - 24,INR,102.05,"1,845",22
ME_Search_|_Oct_25,2025-11-04,Female,18 - 24,INR,127.20,"1,636",26
ME_Search_|_Oct_25,2025-11-04,Unknown,18 - 24,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-04,Female,18 - 24,INR,401.58,"4,073",136
PRO_Search_|_Oct_25,2025-11-04,Male,25 - 34,INR,196.61,"2,162",52
PRO_Search_|_Oct_25,2025-11-04,Female,25 - 34,INR,461.93,"3,619",111
PRO_Search_|_Oct_25,2025-11-04,Unknown,25 - 34,INR,0.34,6,1
ME_Search_|_Oct_25,2025-11-04,Male,25 - 34,INR,221.37,"3,014",54
ME_Search_|_Oct_25,2025-11-04,Female,25 - 34,INR,271.70,"2,694",66
ME_Search_|_Oct_25,2025-11-04,Unknown,25 - 34,INR,0.00,4,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-04,Female,25 - 34,INR,1094.03,"11,337",379
PRO_Search_|_Oct_25,2025-11-04,Male,35 - 44,INR,119.68,"1,257",25
PRO_Search_|_Oct_25,2025-11-04,Female,35 - 44,INR,168.62,"1,519",45
PRO_Search_|_Oct_25,2025-11-04,Unknown,35 - 44,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-04,Male,35 - 44,INR,53.31,"1,444",15
ME_Search_|_Oct_25,2025-11-04,Female,35 - 44,INR,131.70,"1,334",28
ME_Search_|_Oct_25,2025-11-04,Unknown,35 - 44,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-04,Female,35 - 44,INR,543.52,"5,758",192
PRO_Search_|_Oct_25,2025-11-04,Male,45 - 54,INR,2.12,463,4
PRO_Search_|_Oct_25,2025-11-04,Female,45 - 54,INR,25.86,362,7
PRO_Search_|_Oct_25,2025-11-04,Unknown,45 - 54,INR,0.00,3,0
ME_Search_|_Oct_25,2025-11-04,Male,45 - 54,INR,16.98,532,8
ME_Search_|_Oct_25,2025-11-04,Female,45 - 54,INR,8.45,369,2
PRO_Search_|_Oct_25,2025-11-04,Male,55 - 64,INR,0.00,142,0
PRO_Search_|_Oct_25,2025-11-04,Female,55 - 64,INR,1.18,133,1
ME_Search_|_Oct_25,2025-11-04,Male,55 - 64,INR,25.57,243,6
ME_Search_|_Oct_25,2025-11-04,Female,55 - 64,INR,7.92,128,3
PRO_Search_|_Oct_25,2025-11-04,Male,65+,INR,8.91,93,2
PRO_Search_|_Oct_25,2025-11-04,Female,65+,INR,0.00,45,0
PRO_Search_|_Oct_25,2025-11-04,Unknown,65+,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-04,Male,65+,INR,0.00,97,0
ME_Search_|_Oct_25,2025-11-04,Female,65+,INR,0.00,73,0
ME_Search_|_Oct_25,2025-11-04,Unknown,65+,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-04,Male,Unknown,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-04,Female,Unknown,INR,0.00,8,0
PRO_Search_|_Oct_25,2025-11-04,Unknown,Unknown,INR,680.85,"4,664",133
ME_Search_|_Oct_25,2025-11-04,Male,Unknown,INR,0.00,7,0
ME_Search_|_Oct_25,2025-11-04,Female,Unknown,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-04,Unknown,Unknown,INR,392.11,"4,638",85
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-04,Female,Unknown,INR,0.00,9,0
PRO_Search_|_Oct_25,2025-11-05,Male,18 - 24,INR,29.46,416,7
PRO_Search_|_Oct_25,2025-11-05,Female,18 - 24,INR,56.26,450,12
ME_Search_|_Oct_25,2025-11-05,Male,18 - 24,INR,3.26,264,1
ME_Search_|_Oct_25,2025-11-05,Female,18 - 24,INR,4.79,122,2
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-05,Female,18 - 24,INR,11.81,191,4
PRO_Search_|_Oct_25,2025-11-05,Male,25 - 34,INR,20.34,615,5
PRO_Search_|_Oct_25,2025-11-05,Female,25 - 34,INR,85.98,799,23
PRO_Search_|_Oct_25,2025-11-05,Unknown,25 - 34,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-05,Male,25 - 34,INR,9.50,382,2
ME_Search_|_Oct_25,2025-11-05,Female,25 - 34,INR,12.89,206,3
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-05,Female,25 - 34,INR,71.19,498,24
PRO_Search_|_Oct_25,2025-11-05,Male,35 - 44,INR,47.18,345,13
PRO_Search_|_Oct_25,2025-11-05,Female,35 - 44,INR,10.76,267,3
PRO_Search_|_Oct_25,2025-11-05,Unknown,35 - 44,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-05,Male,35 - 44,INR,3.17,159,1
ME_Search_|_Oct_25,2025-11-05,Female,35 - 44,INR,0.00,70,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-05,Female,35 - 44,INR,33.28,241,11
PRO_Search_|_Oct_25,2025-11-05,Male,45 - 54,INR,0.34,112,1
PRO_Search_|_Oct_25,2025-11-05,Female,45 - 54,INR,8.05,88,1
ME_Search_|_Oct_25,2025-11-05,Male,45 - 54,INR,3.33,75,1
ME_Search_|_Oct_25,2025-11-05,Female,45 - 54,INR,0.00,26,0
PRO_Search_|_Oct_25,2025-11-05,Male,55 - 64,INR,0.00,28,0
PRO_Search_|_Oct_25,2025-11-05,Female,55 - 64,INR,0.00,15,0
ME_Search_|_Oct_25,2025-11-05,Male,55 - 64,INR,0.00,19,0
ME_Search_|_Oct_25,2025-11-05,Female,55 - 64,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-05,Male,65+,INR,7.18,24,1
PRO_Search_|_Oct_25,2025-11-05,Female,65+,INR,0.00,10,0
ME_Search_|_Oct_25,2025-11-05,Male,65+,INR,0.00,10,0
ME_Search_|_Oct_25,2025-11-05,Female,65+,INR,0.00,7,0
PRO_Search_|_Oct_25,2025-11-05,Male,Unknown,INR,0.00,6,0
PRO_Search_|_Oct_25,2025-11-05,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-05,Unknown,Unknown,INR,130.63,"1,093",23
ME_Search_|_Oct_25,2025-11-05,Male,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-05,Female,Unknown,INR,0.00,2,0
ME_Search_|_Oct_25,2025-11-05,Unknown,Unknown,INR,26.65,617,6
PRO_Search_|_Oct_25,2025-11-06,Male,18 - 24,INR,74.27,428,17
PRO_Search_|_Oct_25,2025-11-06,Female,18 - 24,INR,128.04,994,23
ME_Search_|_Oct_25,2025-11-06,Male,18 - 24,INR,24.66,606,6
ME_Search_|_Oct_25,2025-11-06,Female,18 - 24,INR,57.35,526,10
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-06,Female,18 - 24,INR,127.25,"1,743",43
PRO_Search_|_Oct_25,2025-11-06,Male,25 - 34,INR,122.07,766,30
PRO_Search_|_Oct_25,2025-11-06,Female,25 - 34,INR,226.75,"1,560",51
PRO_Search_|_Oct_25,2025-11-06,Unknown,25 - 34,INR,0.00,9,0
ME_Search_|_Oct_25,2025-11-06,Male,25 - 34,INR,101.16,836,19
ME_Search_|_Oct_25,2025-11-06,Female,25 - 34,INR,92.86,780,20
ME_Search_|_Oct_25,2025-11-06,Unknown,25 - 34,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-06,Female,25 - 34,INR,379.31,"5,269",126
PRO_Search_|_Oct_25,2025-11-06,Male,35 - 44,INR,36.51,453,8
PRO_Search_|_Oct_25,2025-11-06,Female,35 - 44,INR,74.41,626,22
PRO_Search_|_Oct_25,2025-11-06,Unknown,35 - 44,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-06,Male,35 - 44,INR,31.87,470,8
ME_Search_|_Oct_25,2025-11-06,Female,35 - 44,INR,21.10,395,8
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-06,Female,35 - 44,INR,202.49,"3,212",71
PRO_Search_|_Oct_25,2025-11-06,Male,45 - 54,INR,6.76,167,1
PRO_Search_|_Oct_25,2025-11-06,Female,45 - 54,INR,23.50,160,9
ME_Search_|_Oct_25,2025-11-06,Male,45 - 54,INR,18.58,186,5
ME_Search_|_Oct_25,2025-11-06,Female,45 - 54,INR,7.87,110,2
ME_Search_|_Oct_25,2025-11-06,Unknown,45 - 54,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-06,Male,55 - 64,INR,35.20,56,6
PRO_Search_|_Oct_25,2025-11-06,Female,55 - 64,INR,2.78,27,1
ME_Search_|_Oct_25,2025-11-06,Male,55 - 64,INR,2.65,67,1
ME_Search_|_Oct_25,2025-11-06,Female,55 - 64,INR,0.00,48,0
PRO_Search_|_Oct_25,2025-11-06,Male,65+,INR,0.00,14,0
PRO_Search_|_Oct_25,2025-11-06,Female,65+,INR,13.76,8,2
ME_Search_|_Oct_25,2025-11-06,Male,65+,INR,6.59,34,1
ME_Search_|_Oct_25,2025-11-06,Female,65+,INR,2.94,24,1
PRO_Search_|_Oct_25,2025-11-06,Male,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-06,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-06,Unknown,Unknown,INR,295.60,"1,864",53
ME_Search_|_Oct_25,2025-11-06,Male,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-06,Female,Unknown,INR,6.42,4,1
ME_Search_|_Oct_25,2025-11-06,Unknown,Unknown,INR,87.65,"1,288",18
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-06,Female,Unknown,INR,2.40,7,1
PRO_Search_|_Oct_25,2025-11-07,Male,18 - 24,INR,128.63,538,27
PRO_Search_|_Oct_25,2025-11-07,Female,18 - 24,INR,351.48,"1,352",55
ME_Search_|_Oct_25,2025-11-07,Male,18 - 24,INR,102.67,"1,711",23
ME_Search_|_Oct_25,2025-11-07,Female,18 - 24,INR,174.55,"1,925",39
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-07,Female,18 - 24,INR,413.88,"4,232",145
PRO_Search_|_Oct_25,2025-11-07,Male,25 - 34,INR,222.99,965,46
PRO_Search_|_Oct_25,2025-11-07,Female,25 - 34,INR,476.19,"2,034",95
PRO_Search_|_Oct_25,2025-11-07,Unknown,25 - 34,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-07,Male,25 - 34,INR,128.18,"2,810",39
ME_Search_|_Oct_25,2025-11-07,Female,25 - 34,INR,210.85,"3,145",59
ME_Search_|_Oct_25,2025-11-07,Unknown,25 - 34,INR,8.57,3,2
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-07,Female,25 - 34,INR,1103.29,"11,919",378
PRO_Search_|_Oct_25,2025-11-07,Male,35 - 44,INR,46.25,485,10
PRO_Search_|_Oct_25,2025-11-07,Female,35 - 44,INR,197.06,708,31
ME_Search_|_Oct_25,2025-11-07,Male,35 - 44,INR,95.67,"1,508",25
ME_Search_|_Oct_25,2025-11-07,Female,35 - 44,INR,76.73,"1,419",21
ME_Search_|_Oct_25,2025-11-07,Unknown,35 - 44,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-07,Female,35 - 44,INR,469.75,"5,931",165
PRO_Search_|_Oct_25,2025-11-07,Male,45 - 54,INR,13.30,196,4
PRO_Search_|_Oct_25,2025-11-07,Female,45 - 54,INR,41.92,212,5
PRO_Search_|_Oct_25,2025-11-07,Unknown,45 - 54,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-07,Male,45 - 54,INR,10.63,557,7
ME_Search_|_Oct_25,2025-11-07,Female,45 - 54,INR,14.24,432,5
PRO_Search_|_Oct_25,2025-11-07,Male,55 - 64,INR,0.00,50,0
PRO_Search_|_Oct_25,2025-11-07,Female,55 - 64,INR,17.83,44,2
ME_Search_|_Oct_25,2025-11-07,Male,55 - 64,INR,16.01,237,5
ME_Search_|_Oct_25,2025-11-07,Female,55 - 64,INR,2.34,127,1
PRO_Search_|_Oct_25,2025-11-07,Male,65+,INR,2.94,21,2
PRO_Search_|_Oct_25,2025-11-07,Female,65+,INR,3.31,21,1
ME_Search_|_Oct_25,2025-11-07,Male,65+,INR,0.00,95,0
ME_Search_|_Oct_25,2025-11-07,Female,65+,INR,0.00,86,0
PRO_Search_|_Oct_25,2025-11-07,Male,Unknown,INR,5.44,4,1
PRO_Search_|_Oct_25,2025-11-07,Female,Unknown,INR,0.00,15,0
PRO_Search_|_Oct_25,2025-11-07,Unknown,Unknown,INR,1023.95,"2,801",128
ME_Search_|_Oct_25,2025-11-07,Male,Unknown,INR,0.00,10,0
ME_Search_|_Oct_25,2025-11-07,Female,Unknown,INR,0.00,9,0
ME_Search_|_Oct_25,2025-11-07,Unknown,Unknown,INR,333.29,"4,336",75
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-07,Female,Unknown,INR,0.00,11,0
PRO_Search_|_Oct_25,2025-11-08,Male,18 - 24,INR,268.42,344,34
PRO_Search_|_Oct_25,2025-11-08,Female,18 - 24,INR,528.59,762,55
ME_Search_|_Oct_25,2025-11-08,Male,18 - 24,INR,420.16,"5,780",80
ME_Search_|_Oct_25,2025-11-08,Female,18 - 24,INR,402.17,"5,687",72
ME_Search_|_Oct_25,2025-11-08,Unknown,18 - 24,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-08,Female,18 - 24,INR,479.32,"4,370",178
PRO_Search_|_Oct_25,2025-11-08,Male,25 - 34,INR,533.17,597,53
PRO_Search_|_Oct_25,2025-11-08,Female,25 - 34,INR,1079.51,"1,316",99
ME_Search_|_Oct_25,2025-11-08,Male,25 - 34,INR,542.47,"8,192",108
ME_Search_|_Oct_25,2025-11-08,Female,25 - 34,INR,554.57,"8,766",107
ME_Search_|_Oct_25,2025-11-08,Unknown,25 - 34,INR,0.00,10,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-08,Female,25 - 34,INR,1191.87,"12,845",431
PRO_Search_|_Oct_25,2025-11-08,Male,35 - 44,INR,222.60,288,26
PRO_Search_|_Oct_25,2025-11-08,Female,35 - 44,INR,462.04,374,42
ME_Search_|_Oct_25,2025-11-08,Male,35 - 44,INR,331.16,"4,530",63
ME_Search_|_Oct_25,2025-11-08,Female,35 - 44,INR,391.30,"4,262",78
ME_Search_|_Oct_25,2025-11-08,Unknown,35 - 44,INR,0.00,3,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-08,Female,35 - 44,INR,339.60,"5,278",127
PRO_Search_|_Oct_25,2025-11-08,Male,45 - 54,INR,89.75,111,10
PRO_Search_|_Oct_25,2025-11-08,Female,45 - 54,INR,77.60,109,7
ME_Search_|_Oct_25,2025-11-08,Male,45 - 54,INR,112.06,"1,711",22
ME_Search_|_Oct_25,2025-11-08,Female,45 - 54,INR,106.00,"1,197",21
ME_Search_|_Oct_25,2025-11-08,Unknown,45 - 54,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-08,Male,55 - 64,INR,0.00,18,0
PRO_Search_|_Oct_25,2025-11-08,Female,55 - 64,INR,0.00,12,0
ME_Search_|_Oct_25,2025-11-08,Male,55 - 64,INR,24.02,574,10
ME_Search_|_Oct_25,2025-11-08,Female,55 - 64,INR,8.85,392,4
ME_Search_|_Oct_25,2025-11-08,Unknown,55 - 64,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-08,Male,65+,INR,7.40,7,1
PRO_Search_|_Oct_25,2025-11-08,Female,65+,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-08,Male,65+,INR,44.39,358,7
ME_Search_|_Oct_25,2025-11-08,Female,65+,INR,1.97,196,1
PRO_Search_|_Oct_25,2025-11-08,Male,Unknown,INR,0.00,4,0
PRO_Search_|_Oct_25,2025-11-08,Female,Unknown,INR,0.00,8,0
PRO_Search_|_Oct_25,2025-11-08,Unknown,Unknown,INR,2043.42,"2,005",158
ME_Search_|_Oct_25,2025-11-08,Male,Unknown,INR,0.00,31,0
ME_Search_|_Oct_25,2025-11-08,Female,Unknown,INR,0.00,30,0
ME_Search_|_Oct_25,2025-11-08,Unknown,Unknown,INR,722.83,"14,356",161
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-08,Female,Unknown,INR,0.00,10,0
PRO_Search_|_Oct_25,2025-11-09,Male,18 - 24,INR,444.77,361,31
PRO_Search_|_Oct_25,2025-11-09,Female,18 - 24,INR,758.46,909,56
PRO_Search_|_Oct_25,2025-11-09,Unknown,18 - 24,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-09,Male,18 - 24,INR,966.35,"10,022",116
ME_Search_|_Oct_25,2025-11-09,Female,18 - 24,INR,690.59,"8,970",93
ME_Search_|_Oct_25,2025-11-09,Unknown,18 - 24,INR,12.28,11,1
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-09,Female,18 - 24,INR,353.19,"3,305",122
PRO_Search_|_Oct_25,2025-11-09,Male,25 - 34,INR,1014.58,678,62
PRO_Search_|_Oct_25,2025-11-09,Female,25 - 34,INR,2238.12,"1,429",106
PRO_Search_|_Oct_25,2025-11-09,Unknown,25 - 34,INR,0.00,5,0
ME_Search_|_Oct_25,2025-11-09,Male,25 - 34,INR,1291.56,"13,128",181
ME_Search_|_Oct_25,2025-11-09,Female,25 - 34,INR,1107.16,"12,034",175
ME_Search_|_Oct_25,2025-11-09,Unknown,25 - 34,INR,0.00,16,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-09,Female,25 - 34,INR,1113.29,"9,556",385
PRO_Search_|_Oct_25,2025-11-09,Male,35 - 44,INR,605.19,368,27
PRO_Search_|_Oct_25,2025-11-09,Female,35 - 44,INR,634.15,514,36
PRO_Search_|_Oct_25,2025-11-09,Unknown,35 - 44,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-09,Male,35 - 44,INR,572.73,"7,309",95
ME_Search_|_Oct_25,2025-11-09,Female,35 - 44,INR,592.59,"6,324",86
ME_Search_|_Oct_25,2025-11-09,Unknown,35 - 44,INR,0.00,7,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-09,Female,35 - 44,INR,319.65,"3,986",110
PRO_Search_|_Oct_25,2025-11-09,Male,45 - 54,INR,51.03,104,5
PRO_Search_|_Oct_25,2025-11-09,Female,45 - 54,INR,126.67,139,7
ME_Search_|_Oct_25,2025-11-09,Male,45 - 54,INR,206.86,"2,895",35
ME_Search_|_Oct_25,2025-11-09,Female,45 - 54,INR,129.79,"1,711",24
ME_Search_|_Oct_25,2025-11-09,Unknown,45 - 54,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-09,Male,55 - 64,INR,8.55,27,1
PRO_Search_|_Oct_25,2025-11-09,Female,55 - 64,INR,73.26,27,1
ME_Search_|_Oct_25,2025-11-09,Male,55 - 64,INR,51.25,844,8
ME_Search_|_Oct_25,2025-11-09,Female,55 - 64,INR,6.54,419,3
ME_Search_|_Oct_25,2025-11-09,Unknown,55 - 64,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-09,Male,65+,INR,12.19,12,1
PRO_Search_|_Oct_25,2025-11-09,Female,65+,INR,15.11,24,1
ME_Search_|_Oct_25,2025-11-09,Male,65+,INR,105.12,500,12
ME_Search_|_Oct_25,2025-11-09,Female,65+,INR,33.34,283,6
ME_Search_|_Oct_25,2025-11-09,Unknown,65+,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-09,Male,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-09,Female,Unknown,INR,65.62,9,3
PRO_Search_|_Oct_25,2025-11-09,Unknown,Unknown,INR,2054.25,"2,436",114
ME_Search_|_Oct_25,2025-11-09,Male,Unknown,INR,4.27,44,1
ME_Search_|_Oct_25,2025-11-09,Female,Unknown,INR,11.54,37,1
ME_Search_|_Oct_25,2025-11-09,Unknown,Unknown,INR,1217.85,"24,833",187
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-09,Female,Unknown,INR,0.00,5,0
PRO_Search_|_Oct_25,2025-11-10,Male,18 - 24,INR,345.02,761,31
PRO_Search_|_Oct_25,2025-11-10,Female,18 - 24,INR,1030.84,"1,498",51
PRO_Search_|_Oct_25,2025-11-10,Unknown,18 - 24,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-10,Male,18 - 24,INR,824.58,"7,842",103
ME_Search_|_Oct_25,2025-11-10,Female,18 - 24,INR,864.34,"6,804",117
