Untitled report
"November 1, 2025 - November 30, 2025"
Campaign,Day,Gender,Age,Currency code,Cost,Impr.,Clicks
PRO_Search_|_Oct_25,2025-11-26,Female,55 - 64,INR,10.00,12,1
ME_Search_|_Oct_25,2025-11-26,Male,55 - 64,INR,2.74,18,2
ME_Search_|_Oct_25,2025-11-26,Female,55 - 64,INR,0.00,9,0
Nykaa_Black_Friday_Traffic,2025-11-26,Male,55 - 64,INR,29.96,"1,820",150
Nykaa_Black_Friday_Traffic,2025-11-26,Female,55 - 64,INR,17.07,"1,228",74
Nykaa_Black_Friday_Traffic,2025-11-26,Unknown,55 - 64,INR,0.07,8,1
PRO_Search_|_Oct_25,2025-11-26,Male,65+,INR,11.92,13,3
PRO_Search_|_Oct_25,2025-11-26,Female,65+,INR,0.00,7,0
ME_Search_|_Oct_25,2025-11-26,Male,65+,INR,0.00,8,0
ME_Search_|_Oct_25,2025-11-26,Female,65+,INR,0.00,5,0
Nykaa_Black_Friday_Traffic,2025-11-26,Male,65+,INR,21.50,"1,418",97
Nykaa_Black_Friday_Traffic,2025-11-26,Female,65+,INR,14.78,911,61
Nykaa_Black_Friday_Traffic,2025-11-26,Unknown,65+,INR,0.02,3,0
PRO_Search_|_Oct_25,2025-11-26,Male,Unknown,INR,13.67,3,1
PRO_Search_|_Oct_25,2025-11-26,Female,Unknown,INR,6.07,5,2
PRO_Search_|_Oct_25,2025-11-26,Unknown,Unknown,INR,1163.86,"1,211",148
ME_Search_|_Oct_25,2025-11-26,Female,Unknown,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-26,Unknown,Unknown,INR,1285.15,"1,430",268
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-26,Female,Unknown,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-26,Unknown,Unknown,INR,0.00,8,0
Nykaa_Black_Friday_Traffic,2025-11-26,Male,Unknown,INR,0.47,20,2
Nykaa_Black_Friday_Traffic,2025-11-26,Female,Unknown,INR,0.19,13,0
Nykaa_Black_Friday_Traffic,2025-11-26,Unknown,Unknown,INR,33.59,"1,862",167
PRO_Search_|_Oct_25,2025-11-27,Male,18 - 24,INR,231.87,245,38
PRO_Search_|_Oct_25,2025-11-27,Female,18 - 24,INR,581.81,509,84
ME_Search_|_Oct_25,2025-11-27,Male,18 - 24,INR,134.51,190,13
ME_Search_|_Oct_25,2025-11-27,Female,18 - 24,INR,285.05,365,29
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-27,Female,18 - 24,INR,218.88,"1,908",71
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Female,18 - 24,INR,0.00,4,0
Nykaa_Black_Friday_Traffic,2025-11-27,Male,18 - 24,INR,58.18,"4,493",290
Nykaa_Black_Friday_Traffic,2025-11-27,Female,18 - 24,INR,41.48,"3,756",201
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,18 - 24,INR,0.17,22,1
PRO_Search_|_Oct_25,2025-11-27,Male,25 - 34,INR,476.91,452,81
PRO_Search_|_Oct_25,2025-11-27,Female,25 - 34,INR,807.37,811,110
PRO_Search_|_Oct_25,2025-11-27,Unknown,25 - 34,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-27,Male,25 - 34,INR,525.07,312,37
ME_Search_|_Oct_25,2025-11-27,Female,25 - 34,INR,798.48,582,72
ME_Search_|_Oct_25,2025-11-27,Unknown,25 - 34,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-27,Female,25 - 34,INR,678.94,"4,943",230
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Male,25 - 34,INR,0.00,5,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Female,25 - 34,INR,0.00,3,0
Nykaa_Black_Friday_Traffic,2025-11-27,Male,25 - 34,INR,72.48,"6,163",340
Nykaa_Black_Friday_Traffic,2025-11-27,Female,25 - 34,INR,59.80,"6,246",325
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,25 - 34,INR,0.27,33,1
PRO_Search_|_Oct_25,2025-11-27,Male,35 - 44,INR,281.38,193,25
PRO_Search_|_Oct_25,2025-11-27,Female,35 - 44,INR,240.25,283,30
ME_Search_|_Oct_25,2025-11-27,Male,35 - 44,INR,460.42,169,25
ME_Search_|_Oct_25,2025-11-27,Female,35 - 44,INR,317.81,236,31
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-27,Female,35 - 44,INR,215.37,"2,152",71
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Female,35 - 44,INR,0.00,1,0
Nykaa_Black_Friday_Traffic,2025-11-27,Male,35 - 44,INR,75.77,"4,332",360
Nykaa_Black_Friday_Traffic,2025-11-27,Female,35 - 44,INR,32.51,"2,506",164
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,35 - 44,INR,0.12,15,0
PRO_Search_|_Oct_25,2025-11-27,Male,45 - 54,INR,84.97,57,9
PRO_Search_|_Oct_25,2025-11-27,Female,45 - 54,INR,131.93,78,14
ME_Search_|_Oct_25,2025-11-27,Male,45 - 54,INR,67.56,64,5
ME_Search_|_Oct_25,2025-11-27,Female,45 - 54,INR,136.74,50,6
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Male,45 - 54,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Female,45 - 54,INR,143.57,3,1
Nykaa_Black_Friday_Traffic,2025-11-27,Male,45 - 54,INR,43.08,"1,980",184
Nykaa_Black_Friday_Traffic,2025-11-27,Female,45 - 54,INR,29.39,"1,741",111
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,45 - 54,INR,0.02,3,0
PRO_Search_|_Oct_25,2025-11-27,Male,55 - 64,INR,24.66,20,2
PRO_Search_|_Oct_25,2025-11-27,Female,55 - 64,INR,26.05,17,3
ME_Search_|_Oct_25,2025-11-27,Male,55 - 64,INR,6.32,18,1
ME_Search_|_Oct_25,2025-11-27,Female,55 - 64,INR,9.37,18,2
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Male,55 - 64,INR,0.00,3,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Female,55 - 64,INR,0.00,1,0
Nykaa_Black_Friday_Traffic,2025-11-27,Male,55 - 64,INR,26.92,"1,636",125
Nykaa_Black_Friday_Traffic,2025-11-27,Female,55 - 64,INR,20.47,"1,581",98
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,55 - 64,INR,0.06,7,0
PRO_Search_|_Oct_25,2025-11-27,Male,65+,INR,0.00,8,0
PRO_Search_|_Oct_25,2025-11-27,Female,65+,INR,8.04,1,1
ME_Search_|_Oct_25,2025-11-27,Male,65+,INR,57.19,13,3
ME_Search_|_Oct_25,2025-11-27,Female,65+,INR,3.88,8,1
Nykaa_Black_Friday_Traffic,2025-11-27,Male,65+,INR,20.19,"1,331",96
Nykaa_Black_Friday_Traffic,2025-11-27,Female,65+,INR,15.02,"1,281",84
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,65+,INR,0.11,9,0
PRO_Search_|_Oct_25,2025-11-27,Male,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-27,Female,Unknown,INR,5.67,6,1
PRO_Search_|_Oct_25,2025-11-27,Unknown,Unknown,INR,782.65,"1,085",108
ME_Search_|_Oct_25,2025-11-27,Male,Unknown,INR,0.00,6,0
ME_Search_|_Oct_25,2025-11-27,Female,Unknown,INR,8.54,1,1
ME_Search_|_Oct_25,2025-11-27,Unknown,Unknown,INR,1711.83,"1,690",343
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-27,Female,Unknown,INR,0.00,2,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-27,Unknown,Unknown,INR,195.70,5,2
Nykaa_Black_Friday_Traffic,2025-11-27,Male,Unknown,INR,0.15,15,1
Nykaa_Black_Friday_Traffic,2025-11-27,Female,Unknown,INR,0.05,5,0
Nykaa_Black_Friday_Traffic,2025-11-27,Unknown,Unknown,INR,16.42,993,89
PRO_Search_|_Oct_25,2025-11-28,Male,18 - 24,INR,185.25,234,22
PRO_Search_|_Oct_25,2025-11-28,Female,18 - 24,INR,740.30,647,88
ME_Search_|_Oct_25,2025-11-28,Male,18 - 24,INR,295.65,216,25
ME_Search_|_Oct_25,2025-11-28,Female,18 - 24,INR,389.54,477,44
ME_Search_|_Oct_25,2025-11-28,Unknown,18 - 24,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-28,Female,18 - 24,INR,170.05,"1,634",57
Nykaa_Black_Friday_Traffic,2025-11-28,Male,18 - 24,INR,32.50,"2,721",158
Nykaa_Black_Friday_Traffic,2025-11-28,Female,18 - 24,INR,25.90,"2,519",143
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,18 - 24,INR,0.18,22,2
PRO_Search_|_Oct_25,2025-11-28,Male,25 - 34,INR,550.54,428,70
PRO_Search_|_Oct_25,2025-11-28,Female,25 - 34,INR,701.41,882,120
PRO_Search_|_Oct_25,2025-11-28,Unknown,25 - 34,INR,27.97,1,1
ME_Search_|_Oct_25,2025-11-28,Male,25 - 34,INR,344.17,368,33
ME_Search_|_Oct_25,2025-11-28,Female,25 - 34,INR,862.80,786,77
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-28,Female,25 - 34,INR,565.91,"4,003",187
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-28,Female,25 - 34,INR,521.05,6,1
Nykaa_Black_Friday_Traffic,2025-11-28,Male,25 - 34,INR,47.75,"4,719",246
Nykaa_Black_Friday_Traffic,2025-11-28,Female,25 - 34,INR,40.20,"4,362",209
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,25 - 34,INR,0.31,37,1
PRO_Search_|_Oct_25,2025-11-28,Male,35 - 44,INR,280.88,229,29
PRO_Search_|_Oct_25,2025-11-28,Female,35 - 44,INR,257.91,286,34
ME_Search_|_Oct_25,2025-11-28,Male,35 - 44,INR,182.88,191,16
ME_Search_|_Oct_25,2025-11-28,Female,35 - 44,INR,492.39,271,38
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-28,Female,35 - 44,INR,184.82,"1,865",61
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-28,Female,35 - 44,INR,253.82,5,1
Nykaa_Black_Friday_Traffic,2025-11-28,Male,35 - 44,INR,91.26,"3,393",443
Nykaa_Black_Friday_Traffic,2025-11-28,Female,35 - 44,INR,22.73,"1,695",100
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,35 - 44,INR,0.07,9,0
PRO_Search_|_Oct_25,2025-11-28,Male,45 - 54,INR,130.87,68,9
PRO_Search_|_Oct_25,2025-11-28,Female,45 - 54,INR,104.80,100,10
ME_Search_|_Oct_25,2025-11-28,Male,45 - 54,INR,75.36,59,8
ME_Search_|_Oct_25,2025-11-28,Female,45 - 54,INR,202.97,99,16
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-28,Male,45 - 54,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-28,Female,45 - 54,INR,0.00,3,0
Nykaa_Black_Friday_Traffic,2025-11-28,Male,45 - 54,INR,63.88,"1,767",312
Nykaa_Black_Friday_Traffic,2025-11-28,Female,45 - 54,INR,27.88,"1,270",152
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,45 - 54,INR,0.01,2,0
PRO_Search_|_Oct_25,2025-11-28,Male,55 - 64,INR,0.34,18,1
PRO_Search_|_Oct_25,2025-11-28,Female,55 - 64,INR,11.53,12,1
ME_Search_|_Oct_25,2025-11-28,Male,55 - 64,INR,16.87,25,2
ME_Search_|_Oct_25,2025-11-28,Female,55 - 64,INR,0.51,21,1
Nykaa_Black_Friday_Traffic,2025-11-28,Male,55 - 64,INR,34.30,"1,358",158
Nykaa_Black_Friday_Traffic,2025-11-28,Female,55 - 64,INR,12.82,"1,019",71
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,55 - 64,INR,0.01,1,0
PRO_Search_|_Oct_25,2025-11-28,Male,65+,INR,4.49,19,3
PRO_Search_|_Oct_25,2025-11-28,Female,65+,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-28,Male,65+,INR,42.97,28,2
ME_Search_|_Oct_25,2025-11-28,Female,65+,INR,0.00,14,0
Nykaa_Black_Friday_Traffic,2025-11-28,Male,65+,INR,17.62,"1,060",93
Nykaa_Black_Friday_Traffic,2025-11-28,Female,65+,INR,13.68,814,80
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,65+,INR,0.04,5,0
PRO_Search_|_Oct_25,2025-11-28,Male,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-28,Female,Unknown,INR,10.52,9,3
PRO_Search_|_Oct_25,2025-11-28,Unknown,Unknown,INR,860.23,"1,227",124
ME_Search_|_Oct_25,2025-11-28,Male,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-28,Female,Unknown,INR,12.56,8,1
ME_Search_|_Oct_25,2025-11-28,Unknown,Unknown,INR,1719.25,"1,886",243
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-28,Unknown,Unknown,INR,0.00,6,0
Nykaa_Black_Friday_Traffic,2025-11-28,Male,Unknown,INR,1.10,23,5
Nykaa_Black_Friday_Traffic,2025-11-28,Female,Unknown,INR,0.07,7,0
Nykaa_Black_Friday_Traffic,2025-11-28,Unknown,Unknown,INR,58.47,"2,914",312
PRO_Search_|_Oct_25,2025-11-29,Male,18 - 24,INR,189.70,286,33
PRO_Search_|_Oct_25,2025-11-29,Female,18 - 24,INR,465.49,693,94
ME_Search_|_Oct_25,2025-11-29,Male,18 - 24,INR,141.92,176,16
ME_Search_|_Oct_25,2025-11-29,Female,18 - 24,INR,353.16,384,39
ME_Search_|_Oct_25,2025-11-29,Unknown,18 - 24,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-29,Female,18 - 24,INR,181.55,"1,313",62
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Male,18 - 24,INR,0.00,2,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Female,18 - 24,INR,0.00,5,0
Nykaa_Black_Friday_Traffic,2025-11-29,Male,18 - 24,INR,32.09,"2,706",157
Nykaa_Black_Friday_Traffic,2025-11-29,Female,18 - 24,INR,24.24,"2,281",114
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,18 - 24,INR,0.18,18,1
PRO_Search_|_Oct_25,2025-11-29,Male,25 - 34,INR,499.46,600,69
PRO_Search_|_Oct_25,2025-11-29,Female,25 - 34,INR,911.82,"1,153",129
PRO_Search_|_Oct_25,2025-11-29,Unknown,25 - 34,INR,0.00,3,0
ME_Search_|_Oct_25,2025-11-29,Male,25 - 34,INR,357.87,331,28
ME_Search_|_Oct_25,2025-11-29,Female,25 - 34,INR,1086.52,680,89
ME_Search_|_Oct_25,2025-11-29,Unknown,25 - 34,INR,0.00,2,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-29,Female,25 - 34,INR,633.91,"3,532",215
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Male,25 - 34,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Female,25 - 34,INR,158.54,10,1
Nykaa_Black_Friday_Traffic,2025-11-29,Male,25 - 34,INR,47.75,"4,608",201
Nykaa_Black_Friday_Traffic,2025-11-29,Female,25 - 34,INR,39.53,"4,115",206
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,25 - 34,INR,0.25,29,1
PRO_Search_|_Oct_25,2025-11-29,Male,35 - 44,INR,245.98,247,34
PRO_Search_|_Oct_25,2025-11-29,Female,35 - 44,INR,305.91,417,55
ME_Search_|_Oct_25,2025-11-29,Male,35 - 44,INR,167.54,169,19
ME_Search_|_Oct_25,2025-11-29,Female,35 - 44,INR,341.41,251,38
ME_Search_|_Oct_25,2025-11-29,Unknown,35 - 44,INR,0.00,1,0
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-29,Female,35 - 44,INR,182.75,"1,467",63
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Male,35 - 44,INR,0.00,2,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Female,35 - 44,INR,0.00,2,0
Nykaa_Black_Friday_Traffic,2025-11-29,Male,35 - 44,INR,79.33,"3,201",400
Nykaa_Black_Friday_Traffic,2025-11-29,Female,35 - 44,INR,35.13,"1,860",178
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,35 - 44,INR,0.14,18,1
PRO_Search_|_Oct_25,2025-11-29,Male,45 - 54,INR,20.36,79,5
PRO_Search_|_Oct_25,2025-11-29,Female,45 - 54,INR,124.37,113,19
ME_Search_|_Oct_25,2025-11-29,Male,45 - 54,INR,99.33,63,8
ME_Search_|_Oct_25,2025-11-29,Female,45 - 54,INR,78.28,65,5
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Female,45 - 54,INR,0.00,3,0
Nykaa_Black_Friday_Traffic,2025-11-29,Male,45 - 54,INR,72.79,"1,943",364
Nykaa_Black_Friday_Traffic,2025-11-29,Female,45 - 54,INR,34.32,"1,342",171
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,45 - 54,INR,0.04,4,0
PRO_Search_|_Oct_25,2025-11-29,Male,55 - 64,INR,48.09,33,4
PRO_Search_|_Oct_25,2025-11-29,Female,55 - 64,INR,0.34,11,1
ME_Search_|_Oct_25,2025-11-29,Male,55 - 64,INR,1.85,24,1
ME_Search_|_Oct_25,2025-11-29,Female,55 - 64,INR,31.47,22,3
Nykaa_Black_Friday_Traffic,2025-11-29,Male,55 - 64,INR,39.24,"1,519",215
Nykaa_Black_Friday_Traffic,2025-11-29,Female,55 - 64,INR,20.05,"1,160",92
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,55 - 64,INR,0.05,3,1
PRO_Search_|_Oct_25,2025-11-29,Male,65+,INR,7.94,15,1
PRO_Search_|_Oct_25,2025-11-29,Female,65+,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-29,Male,65+,INR,20.93,16,1
ME_Search_|_Oct_25,2025-11-29,Female,65+,INR,0.00,3,0
Nykaa_Black_Friday_Traffic,2025-11-29,Male,65+,INR,23.56,"1,120",126
Nykaa_Black_Friday_Traffic,2025-11-29,Female,65+,INR,13.56,846,70
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,65+,INR,0.03,4,0
PRO_Search_|_Oct_25,2025-11-29,Male,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-29,Female,Unknown,INR,0.00,1,0
PRO_Search_|_Oct_25,2025-11-29,Unknown,Unknown,INR,981.19,"1,614",145
ME_Search_|_Oct_25,2025-11-29,Male,Unknown,INR,0.00,3,0
ME_Search_|_Oct_25,2025-11-29,Female,Unknown,INR,0.00,1,0
ME_Search_|_Oct_25,2025-11-29,Unknown,Unknown,INR,1811.79,"1,712",265
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-29,Female,Unknown,INR,0.00,2,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-29,Unknown,Unknown,INR,0.00,2,0
Nykaa_Black_Friday_Traffic,2025-11-29,Male,Unknown,INR,0.25,6,1
Nykaa_Black_Friday_Traffic,2025-11-29,Female,Unknown,INR,0.09,7,0
Nykaa_Black_Friday_Traffic,2025-11-29,Unknown,Unknown,INR,108.81,"7,475",554
PRO_Search_|_Oct_25,2025-11-30,Male,18 - 24,INR,195.24,273,40
PRO_Search_|_Oct_25,2025-11-30,Female,18 - 24,INR,408.62,601,69
ME_Search_|_Oct_25,2025-11-30,Male,18 - 24,INR,94.51,149,12
ME_Search_|_Oct_25,2025-11-30,Female,18 - 24,INR,417.09,461,47
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-30,Female,18 - 24,INR,176.06,"1,301",61
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Male,18 - 24,INR,269.55,5,3
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Female,18 - 24,INR,0.00,3,0
Nykaa_Black_Friday_Traffic,2025-11-30,Male,18 - 24,INR,17.55,"1,441",79
Nykaa_Black_Friday_Traffic,2025-11-30,Female,18 - 24,INR,13.56,"1,234",77
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,18 - 24,INR,0.09,11,0
PRO_Search_|_Oct_25,2025-11-30,Male,25 - 34,INR,476.89,466,55
PRO_Search_|_Oct_25,2025-11-30,Female,25 - 34,INR,714.74,843,113
PRO_Search_|_Oct_25,2025-11-30,Unknown,25 - 34,INR,16.23,2,1
ME_Search_|_Oct_25,2025-11-30,Male,25 - 34,INR,447.36,344,49
ME_Search_|_Oct_25,2025-11-30,Female,25 - 34,INR,660.69,630,65
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-30,Female,25 - 34,INR,551.95,"3,364",189
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Male,25 - 34,INR,119.84,5,1
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Female,25 - 34,INR,0.00,2,0
Nykaa_Black_Friday_Traffic,2025-11-30,Male,25 - 34,INR,26.85,"2,480",183
Nykaa_Black_Friday_Traffic,2025-11-30,Female,25 - 34,INR,20.37,"2,192",103
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,25 - 34,INR,0.07,10,0
PRO_Search_|_Oct_25,2025-11-30,Male,35 - 44,INR,270.58,185,31
PRO_Search_|_Oct_25,2025-11-30,Female,35 - 44,INR,354.98,358,47
ME_Search_|_Oct_25,2025-11-30,Male,35 - 44,INR,301.84,144,29
ME_Search_|_Oct_25,2025-11-30,Female,35 - 44,INR,326.45,237,27
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-30,Female,35 - 44,INR,129.36,"1,419",44
Nykaa_Black_Friday_Traffic,2025-11-30,Male,35 - 44,INR,65.28,"2,048",338
Nykaa_Black_Friday_Traffic,2025-11-30,Female,35 - 44,INR,21.72,949,111
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,35 - 44,INR,0.03,4,1
PRO_Search_|_Oct_25,2025-11-30,Male,45 - 54,INR,157.35,79,19
PRO_Search_|_Oct_25,2025-11-30,Female,45 - 54,INR,90.84,78,10
ME_Search_|_Oct_25,2025-11-30,Male,45 - 54,INR,49.59,49,6
ME_Search_|_Oct_25,2025-11-30,Female,45 - 54,INR,109.19,59,8
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Female,45 - 54,INR,273.12,2,2
Nykaa_Black_Friday_Traffic,2025-11-30,Male,45 - 54,INR,64.40,"1,332",339
Nykaa_Black_Friday_Traffic,2025-11-30,Female,45 - 54,INR,20.10,680,110
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,45 - 54,INR,0.05,6,1
PRO_Search_|_Oct_25,2025-11-30,Male,55 - 64,INR,0.96,31,2
PRO_Search_|_Oct_25,2025-11-30,Female,55 - 64,INR,15.42,12,2
ME_Search_|_Oct_25,2025-11-30,Male,55 - 64,INR,0.00,19,0
ME_Search_|_Oct_25,2025-11-30,Female,55 - 64,INR,41.80,9,3
Nykaa_Black_Friday_Traffic,2025-11-30,Male,55 - 64,INR,33.55,909,174
Nykaa_Black_Friday_Traffic,2025-11-30,Female,55 - 64,INR,12.56,593,75
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,55 - 64,INR,0.03,2,0
PRO_Search_|_Oct_25,2025-11-30,Male,65+,INR,0.82,12,1
PRO_Search_|_Oct_25,2025-11-30,Female,65+,INR,126.63,15,5
ME_Search_|_Oct_25,2025-11-30,Male,65+,INR,2.63,10,1
ME_Search_|_Oct_25,2025-11-30,Female,65+,INR,20.70,15,2
Nykaa_Black_Friday_Traffic,2025-11-30,Male,65+,INR,19.43,703,109
Nykaa_Black_Friday_Traffic,2025-11-30,Female,65+,INR,8.37,407,51
PRO_Search_|_Oct_25,2025-11-30,Male,Unknown,INR,0.00,2,0
PRO_Search_|_Oct_25,2025-11-30,Female,Unknown,INR,0.00,3,0
PRO_Search_|_Oct_25,2025-11-30,Unknown,Unknown,INR,1114.90,"1,411",139
ME_Search_|_Oct_25,2025-11-30,Male,Unknown,INR,0.00,6,0
ME_Search_|_Oct_25,2025-11-30,Female,Unknown,INR,0.00,4,0
ME_Search_|_Oct_25,2025-11-30,Unknown,Unknown,INR,1242.10,"1,208",114
IKONIC-AMZ-Glide-Peach-14-Oct-2025,2025-11-30,Female,Unknown,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Female,Unknown,INR,0.00,1,0
Cadiveu_Instamart_External_20th_Nov_2025,2025-11-30,Unknown,Unknown,INR,0.00,5,0
Nykaa_Black_Friday_Traffic,2025-11-30,Male,Unknown,INR,1.18,28,8
Nykaa_Black_Friday_Traffic,2025-11-30,Female,Unknown,INR,0.05,5,0
Nykaa_Black_Friday_Traffic,2025-11-30,Unknown,Unknown,INR,59.26,"3,974",312
